mag,err
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.757156,0.063889213
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.446556,0.034347102
nan,nan
14.339363,0.12717226
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.402168,0.046746664
nan,nan
nan,nan
14.659004,0.097911522
14.981857,0.17009223
14.019035,0.095081866
nan,nan
nan,nan
14.575371,0.12872726
14.627274,0.16329834
9.8684998,0.00430382
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.705135,0.058188468
16.031696,0.31431505
nan,nan
13.436119,0.048000433
nan,nan
11.700722,0.011815025
nan,nan
nan,nan
nan,nan
12.836899,0.036593977
nan,nan
nan,nan
nan,nan
nan,nan
13.286888,0.054579385
nan,nan
12.124657,0.016533712
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.569935,0.050879326
nan,nan
nan,nan
13.057747,0.03679163
nan,nan
nan,nan
11.521049,0.012589847
nan,nan
nan,nan
12.076263,0.017141515
nan,nan
nan,nan
nan,nan
nan,nan
14.389576,0.12567422
nan,nan
nan,nan
14.562981,0.1584406
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.776154,0.13324365
12.606743,0.026075209
nan,nan
13.666531,0.063391715
nan,nan
10.444988,0.0092834141
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.949657,0.037160002
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.509163,0.13781922
nan,nan
nan,nan
14.094589,0.096398212
nan,nan
14.314316,0.18085173
nan,nan
13.260071,0.063689917
nan,nan
nan,nan
14.440128,0.10313324
14.510319,0.11276244
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.571945,0.14056632
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.617317,0.1160161
nan,nan
15.296799,0.23371871
12.835762,0.024534682
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.289787,0.045609765
nan,nan
nan,nan
11.360546,0.011575854
nan,nan
12.829002,0.03444482
nan,nan
15.500618,0.24847305
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.186375,0.11061405
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.254463,0.045175042
nan,nan
nan,nan
11.293182,0.012909406
nan,nan
13.907448,0.056888897
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.432762,0.093579896
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.959663,0.12623562
nan,nan
nan,nan
nan,nan
14.031067,0.058202714
13.909775,0.075270526
nan,nan
nan,nan
12.66436,0.051164858
12.992653,0.036949567
12.859932,0.037168335
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.474579,0.051498171
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
11.695564,0.012122022
nan,nan
14.031456,0.085030355
nan,nan
nan,nan
nan,nan
13.945648,0.094320148
nan,nan
nan,nan
nan,nan
nan,nan
12.576962,0.030423153
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.347679,0.11637714
14.453781,0.09941034
nan,nan
nan,nan
nan,nan
13.222008,0.076934323
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.431213,0.16284402
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
11.388771,0.010635966
13.89003,0.078784861
nan,nan
nan,nan
nan,nan
nan,nan
15.834656,0.29662904
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.770393,0.1427726
nan,nan
11.783974,0.012015
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.341614,0.049087323
nan,nan
nan,nan
nan,nan
nan,nan
12.844833,0.043506723
14.509178,0.10025129
nan,nan
nan,nan
nan,nan
13.999111,0.13000646
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.801186,0.16560802
13.086437,0.047441803
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.981041,0.069189332
nan,nan
12.490879,0.039041523
nan,nan
12.052601,0.019697146
12.356728,0.019256545
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.880592,0.075014628
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.899036,0.11670963
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.351234,0.038942471
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.986687,0.17479829
nan,nan
nan,nan
nan,nan
nan,nan
15.05809,0.16542584
nan,nan
13.720627,0.063733004
13.577477,0.077586405
14.407883,0.11318864
nan,nan
13.648949,0.065320246
nan,nan
nan,nan
14.169975,0.10330496
11.428406,0.013319358
nan,nan
nan,nan
14.162193,0.097484633
nan,nan
13.237259,0.043245461
14.390862,0.21100041
nan,nan
nan,nan
nan,nan
nan,nan
13.734169,0.061465818
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.573471,0.11550641
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.80899,0.078209899
nan,nan
nan,nan
13.697464,0.064434633
nan,nan
nan,nan
13.687225,0.069090419
14.574345,0.12963851
nan,nan
nan,nan
13.443909,0.1703953
nan,nan
15.027172,0.18090835
nan,nan
14.291588,0.12978692
nan,nan
nan,nan
14.222,0.098047651
nan,nan
14.585175,0.14274684
13.508781,0.081750713
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.857018,0.15608454
nan,nan
nan,nan
nan,nan
nan,nan
14.974556,0.14422375
nan,nan
nan,nan
13.067276,0.036845177
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.010056,0.038933631
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.683678,0.15248172
nan,nan
14.681091,0.19045006
nan,nan
nan,nan
12.191978,0.022682035
14.537766,0.21925996
nan,nan
nan,nan
nan,nan
nan,nan
12.773903,0.031956166
nan,nan
nan,nan
13.509521,0.074334949
nan,nan
13.757401,0.062720716
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.108009,0.095077857
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.034431,0.087722383
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.549641,0.024252089
nan,nan
15.330978,0.22364913
nan,nan
nan,nan
nan,nan
nan,nan
14.437546,0.10515704
11.387146,0.011598648
12.856606,0.02814097
12.630264,0.021954866
nan,nan
nan,nan
14.087959,0.080689386
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
12.688721,0.02490473
nan,nan
nan,nan
16.308357,1.1231611
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
13.764168,0.087620243
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.414925,0.13193849
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.221779,0.094330676
nan,nan
9.8884125,0.004312125
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
14.13522,0.08924944
13.672928,0.056855053
nan,nan
nan,nan
nan,nan
12.821289,0.036320474
nan,nan
nan,nan
15.237305,0.25707555
nan,nan
nan,nan
nan,nan
nan,nan
